Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: E:\LANL\SF7.EXE
SF.INI file: E:\nakai\LANL-PoissonSuperfish\Examples\Electrostatic\CoaxCylinder\SF.INI  8-04-2020  11:52:20
Solution file E:\nakai\LANL-PoissonSuperfish\Examples\Electrostatic\CoaxCylinder\COAXTEST.T35.
Memory used for COAXTEST.T35 arrays:     146.068 K
Obtaining filename or plot type and data from SF7 pop-up menu.

Electric fields for a rectangular area with corners at:
(Rmin,Zmin) = (0.0,0.0)
(Rmax,Zmax) = (5,5)
R and Z increments:   100   100

      R             Z              Er            Ez            |E|           V 
    (cm)          (cm)           (V/cm)        (V/cm)        (V/cm)         (V)  
  0.800000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.850000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.900000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.950000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.00000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.05000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.10000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.15000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.20000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.25000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.30000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.35000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.40000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.45000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.50000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.55000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.60000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.65000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.70000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.75000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.80000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.85000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.90000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.95000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.00000      0.350000      4.853512E+02  7.487930E+01  4.910934E+02  9.849003E+02
   2.05000      0.350000      4.699810E+02  5.583230E+01  4.732857E+02  9.610202E+02
   2.10000      0.350000      4.576703E+02  3.976188E+01  4.593943E+02  9.378321E+02
   2.15000      0.350000      4.472350E+02  2.628239E+01  4.480066E+02  9.152169E+02
   2.20000      0.350000      4.385122E+02  1.493831E+01  4.387665E+02  8.930784E+02
   2.25000      0.350000      4.310799E+02  5.424337E+00  4.311140E+02  8.713440E+02
   2.30000      0.350000      4.248906E+02 -2.466088E+00  4.248977E+02  8.499423E+02
   2.35000      0.350000      4.196485E+02 -8.895186E+00  4.197428E+02  8.288326E+02
   2.40000      0.350000      4.153009E+02 -1.404151E+01  4.155382E+02  8.079537E+02
   2.45000      0.350000      4.115057E+02 -1.805591E+01  4.119016E+02  7.872859E+02
   2.50000      0.350000      4.083052E+02 -2.105507E+01  4.088477E+02  7.667799E+02
   2.55000      0.350000      4.053530E+02 -2.316475E+01  4.060144E+02  7.464396E+02
   2.60000      0.350000      4.027241E+02 -2.448232E+01  4.034676E+02  7.262289E+02
   2.65000      0.350000      4.001628E+02 -2.510545E+01  4.009496E+02  7.061641E+02
   2.70000      0.350000      3.976745E+02 -2.517438E+01  3.984706E+02  6.862187E+02
   2.75000      0.350000      3.950956E+02 -2.471660E+01  3.958680E+02  6.663992E+02
   2.80000      0.350000      3.924669E+02 -2.387390E+01  3.931924E+02  6.467099E+02
   2.85000      0.350000      3.896686E+02 -2.266645E+01  3.903273E+02  6.271558E+02
   2.90000      0.350000      3.867192E+02 -2.121933E+01  3.873009E+02  6.077456E+02
   2.95000      0.350000      3.835646E+02 -1.954525E+01  3.840623E+02  5.884877E+02
   3.00000      0.350000      3.802068E+02 -1.774866E+01  3.806208E+02  5.693921E+02
   3.05000      0.350000      3.766393E+02 -1.583618E+01  3.769721E+02  5.504700E+02
   3.10000      0.350000      3.728537E+02 -1.388949E+01  3.731123E+02  5.317316E+02
   3.15000      0.350000      3.688750E+02 -1.191189E+01  3.690673E+02  5.131876E+02
   3.20000      0.350000      3.646896E+02 -9.962253E+00  3.648257E+02  4.948472E+02
   3.25000      0.350000      3.603400E+02 -8.041844E+00  3.604297E+02  4.767208E+02
   3.30000      0.350000      3.558111E+02 -6.189538E+00  3.558649E+02  4.588158E+02
   3.35000      0.350000      3.511516E+02 -4.405383E+00  3.511792E+02  4.411412E+02
   3.40000      0.350000      3.463474E+02 -2.712044E+00  3.463580E+02  4.237028E+02
   3.45000      0.350000      3.414473E+02 -1.108850E+00  3.414491E+02  4.065075E+02
   3.50000      0.350000      3.364390E+02  3.938654E-01  3.364393E+02  3.895601E+02
   3.55000      0.350000      3.313676E+02  1.796815E+00  3.313725E+02  3.728647E+02
   3.60000      0.350000      3.262238E+02  3.098351E+00  3.262385E+02  3.564238E+02
   3.65000      0.350000      3.210449E+02  4.299360E+00  3.210737E+02  3.402419E+02
   3.70000      0.350000      3.158243E+02  5.403611E+00  3.158705E+02  3.243205E+02
   3.75000      0.350000      3.105940E+02  6.412214E+00  3.106602E+02  3.086600E+02
   3.80000      0.350000      3.053493E+02  7.332127E+00  3.054373E+02  2.932611E+02
   3.85000      0.350000      3.001148E+02  8.164300E+00  3.002259E+02  2.781245E+02
   3.90000      0.350000      2.948879E+02  8.917435E+00  2.950228E+02  2.632491E+02
   3.95000      0.350000      2.896881E+02  9.592408E+00  2.898468E+02  2.486348E+02
   4.00000      0.350000      2.845125E+02  1.019825E+01  2.846952E+02  2.342807E+02
   4.05000      0.350000      2.793780E+02  1.073603E+01  2.795842E+02  2.201836E+02
   4.10000      0.350000      2.742838E+02  1.121451E+01  2.745130E+02  2.063410E+02
   4.15000      0.350000      2.692387E+02  1.163457E+01  2.694900E+02  1.927532E+02
   4.20000      0.350000      2.642435E+02  1.200429E+01  2.645160E+02  1.794174E+02
   4.25000      0.350000      2.593057E+02  1.232453E+01  2.595984E+02  1.663289E+02
   4.30000      0.350000      2.544271E+02  1.260268E+01  2.547390E+02  1.534847E+02
   4.35000      0.350000      2.496098E+02  1.283934E+01  2.499398E+02  1.408841E+02
   4.40000      0.350000      2.448543E+02  1.304092E+01  2.452013E+02  1.285243E+02
   4.45000      0.350000      2.401664E+02  1.320827E+01  2.405293E+02  1.163991E+02
   4.50000      0.350000      2.355465E+02  1.334669E+01  2.359244E+02  1.045062E+02
   4.55000      0.350000      2.309939E+02  1.345700E+01  2.313855E+02  9.284294E+01
   4.60000      0.350000      2.265124E+02  1.354187E+01  2.269169E+02  8.140483E+01
   4.65000      0.350000      2.220965E+02  1.360549E+01  2.225129E+02  7.018989E+01
   4.70000      0.350000      2.177444E+02  1.363525E+01  2.181709E+02  5.919491E+01
   4.75000      0.350000      2.134560E+02  1.365918E+01  2.138926E+02  4.841515E+01
   4.80000      0.350000      2.092557E+02  1.367533E+01  2.097021E+02  3.784664E+01
   4.85000      0.350000      2.051063E+02  1.367021E+01  2.055613E+02  2.748785E+01
   4.90000      0.350000      2.010399E+02  1.366498E+01  2.015038E+02  1.733559E+01
   4.95000      0.350000      1.970210E+02  1.363209E+01  1.974921E+02  7.385212E+00
   5.00000      0.350000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   0.00000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  5.000000E-02  0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.100000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.150000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.200000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.250000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.300000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.350000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.400000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.450000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.500000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.550000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.600000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.650000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.700000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.750000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.800000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.850000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.900000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.950000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.00000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.05000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.10000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.15000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.20000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.25000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.30000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.35000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.40000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.45000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.50000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.55000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.60000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.65000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.70000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.75000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.80000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.85000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.90000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.95000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.00000      0.400000      4.641586E+02  7.775979E+01  4.706271E+02  9.810698E+02
   2.05000      0.400000      4.521240E+02  5.734894E+01  4.557467E+02  9.581725E+02
   2.10000      0.400000      4.425745E+02  3.958255E+01  4.443411E+02  9.358217E+02
   2.15000      0.400000      4.342237E+02  2.496146E+01  4.349406E+02  9.139081E+02
   2.20000      0.400000      4.276643E+02  1.234411E+01  4.278424E+02  8.923693E+02
   2.25000      0.400000      4.219738E+02  2.046454E+00  4.219788E+02  8.711331E+02
   2.30000      0.400000      4.175373E+02 -6.560400E+00  4.175888E+02  8.501570E+02
   2.35000      0.400000      4.136957E+02 -1.352043E+01  4.139166E+02  8.293793E+02
   2.40000      0.400000      4.106643E+02 -1.907945E+01  4.111072E+02  8.087699E+02
   2.45000      0.400000      4.079964E+02 -2.335198E+01  4.086641E+02  7.883052E+02
   2.50000      0.400000      4.057730E+02 -2.649633E+01  4.066372E+02  7.679716E+02
   2.55000      0.400000      4.037043E+02 -2.863397E+01  4.047185E+02  7.477354E+02
   2.60000      0.400000      4.018423E+02 -2.989308E+01  4.029526E+02  7.275942E+02
   2.65000      0.400000      3.999250E+02 -3.038321E+01  4.010775E+02  7.075499E+02
   2.70000      0.400000      3.980016E+02 -3.021733E+01  3.991471E+02  6.876053E+02
   2.75000      0.400000      3.959068E+02 -2.949536E+01  3.970040E+02  6.677569E+02
   2.80000      0.400000      3.936696E+02 -2.831609E+01  3.946866E+02  6.480167E+02
   2.85000      0.400000      3.911868E+02 -2.676629E+01  3.921015E+02  6.283943E+02
   2.90000      0.400000      3.884959E+02 -2.494911E+01  3.892962E+02  6.088986E+02
   2.95000      0.400000      3.855144E+02 -2.287790E+01  3.861926E+02  5.895473E+02
   3.00000      0.400000      3.822778E+02 -2.068737E+01  3.828371E+02  5.703521E+02
   3.05000      0.400000      3.787771E+02 -1.837777E+01  3.792227E+02  5.513247E+02
   3.10000      0.400000      3.750185E+02 -1.604705E+01  3.753617E+02  5.324799E+02
   3.15000      0.400000      3.710296E+02 -1.369549E+01  3.712823E+02  5.138277E+02
   3.20000      0.400000      3.668062E+02 -1.139080E+01  3.669830E+02  4.953813E+02
   3.25000      0.400000      3.623948E+02 -9.133122E+00  3.625099E+02  4.771504E+02
   3.30000      0.400000      3.577871E+02 -6.965063E+00  3.578549E+02  4.591448E+02
   3.35000      0.400000      3.530352E+02 -4.886409E+00  3.530690E+02  4.413736E+02
   3.40000      0.400000      3.481295E+02 -2.920421E+00  3.481418E+02  4.238435E+02
   3.45000      0.400000      3.431222E+02 -1.066521E+00  3.431239E+02  4.065618E+02
   3.50000      0.400000      3.380029E+02  6.659949E-01  3.380036E+02  3.895331E+02
   3.55000      0.400000      3.328204E+02  2.278029E+00  3.328282E+02  3.727622E+02
   3.60000      0.400000      3.275652E+02  3.769583E+00  3.275869E+02  3.562524E+02
   3.65000      0.400000      3.222787E+02  5.141982E+00  3.223197E+02  3.400062E+02
   3.70000      0.400000      3.169527E+02  6.400719E+00  3.170173E+02  3.240256E+02
   3.75000      0.400000      3.116226E+02  7.547652E+00  3.117140E+02  3.083112E+02
   3.80000      0.400000      3.062822E+02  8.591093E+00  3.064027E+02  2.928632E+02
   3.85000      0.400000      3.009581E+02  9.533237E+00  3.011091E+02  2.776823E+02
   3.90000      0.400000      2.956460E+02  1.038372E+01  2.958283E+02  2.627670E+02
   3.95000      0.400000      2.903675E+02  1.114474E+01  2.905813E+02  2.481168E+02
   4.00000      0.400000      2.851184E+02  1.182605E+01  2.853635E+02  2.337303E+02
   4.05000      0.400000      2.799160E+02  1.242995E+01  2.801919E+02  2.196046E+02
   4.10000      0.400000      2.747584E+02  1.296549E+01  2.750641E+02  2.057371E+02
   4.15000      0.400000      2.696556E+02  1.343523E+01  2.699901E+02  1.921270E+02
   4.20000      0.400000      2.646063E+02  1.384713E+01  2.649684E+02  1.787711E+02
   4.25000      0.400000      2.596201E+02  1.420360E+01  2.600083E+02  1.656657E+02
   4.30000      0.400000      2.546965E+02  1.451162E+01  2.551096E+02  1.528073E+02
   4.35000      0.400000      2.498389E+02  1.477353E+01  2.502753E+02  1.401942E+02
   4.40000      0.400000      2.450473E+02  1.499529E+01  2.455056E+02  1.278228E+02
   4.45000      0.400000      2.403262E+02  1.517896E+01  2.408051E+02  1.156888E+02
   4.50000      0.400000      2.356756E+02  1.532950E+01  2.361736E+02  1.037887E+02
   4.55000      0.400000      2.310959E+02  1.544886E+01  2.316117E+02  9.211970E+01
   4.60000      0.400000      2.265889E+02  1.554057E+01  2.271212E+02  8.067795E+01
   4.65000      0.400000      2.221514E+02  1.560780E+01  2.226990E+02  6.945974E+01
   4.70000      0.400000      2.177809E+02  1.564601E+01  2.183422E+02  5.846301E+01
   4.75000      0.400000      2.134751E+02  1.567603E+01  2.140499E+02  4.768189E+01
   4.80000      0.400000      2.092560E+02  1.568551E+01  2.098430E+02  3.711321E+01
   4.85000      0.400000      2.050950E+02  1.567816E+01  2.056934E+02  2.675471E+01
   4.90000      0.400000      2.010024E+02  1.565928E+01  2.016114E+02  1.660256E+01
   4.95000      0.400000      1.969811E+02  1.563298E+01  1.976005E+02  6.652941E+00
   5.00000      0.400000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   0.00000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  5.000000E-02  0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.100000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.150000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.200000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.250000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.300000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.350000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.400000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.450000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.500000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.550000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.600000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.650000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.700000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.750000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.800000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.850000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.900000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.950000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.00000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.05000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.10000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.15000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.20000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.25000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.30000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.35000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.40000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.45000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.50000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.55000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.60000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.65000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.70000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.75000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.80000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.85000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.90000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.95000      0.450000      4.516214E+02  1.038218E+02  4.634014E+02  9.994702E+02
   2.00000      0.450000      4.414545E+02  7.791279E+01  4.482772E+02  9.771660E+02
   2.05000      0.450000      4.326180E+02  5.605678E+01  4.362347E+02  9.553236E+02
   2.10000      0.450000      4.262235E+02  3.716353E+01  4.278406E+02  9.338946E+02
   2.15000      0.450000      4.202445E+02  2.149462E+01  4.207939E+02  9.127387E+02
   2.20000      0.450000      4.160291E+02  8.055007E+00  4.161070E+02  8.918546E+02
   2.25000      0.450000      4.122314E+02 -2.972214E+00  4.122421E+02  8.711522E+02
   2.30000      0.450000      4.095814E+02 -1.212333E+01  4.097608E+02  8.506123E+02
   2.35000      0.450000      4.072957E+02 -1.950408E+01  4.077625E+02  8.301929E+02
   2.40000      0.450000      4.056693E+02 -2.533773E+01  4.064598E+02  8.098763E+02
   2.45000      0.450000      4.042549E+02 -2.976108E+01  4.053489E+02  7.896295E+02
   2.50000      0.450000      4.031743E+02 -3.293722E+01  4.045175E+02  7.694450E+02
   2.55000      0.450000      4.020939E+02 -3.500247E+01  4.036145E+02  7.493135E+02
   2.60000      0.450000      4.010341E+02 -3.604464E+01  4.026507E+02  7.292373E+02
   2.65000      0.450000      3.998660E+02 -3.628812E+01  4.015092E+02  7.092142E+02
   2.70000      0.450000      3.985832E+02 -3.582336E+01  4.001898E+02  6.892536E+02
   2.75000      0.450000      3.970189E+02 -3.473544E+01  3.985355E+02  6.693625E+02
   2.80000      0.450000      3.952781E+02 -3.318150E+01  3.966684E+02  6.495458E+02
   2.85000      0.450000      3.931597E+02 -3.122656E+01  3.943978E+02  6.298336E+02
   2.90000      0.450000      3.906522E+02 -2.889900E+01  3.917197E+02  6.102448E+02
   2.95000      0.450000      3.878605E+02 -2.639017E+01  3.887572E+02  5.907806E+02
   3.00000      0.450000      3.847602E+02 -2.375623E+01  3.854929E+02  5.714608E+02
   3.05000      0.450000      3.813359E+02 -2.103471E+01  3.819156E+02  5.523072E+02
   3.10000      0.450000      3.775759E+02 -1.825154E+01  3.780168E+02  5.333354E+02
   3.15000      0.450000      3.735706E+02 -1.551437E+01  3.738926E+02  5.145557E+02
   3.20000      0.450000      3.692797E+02 -1.280654E+01  3.695017E+02  4.959854E+02
   3.25000      0.450000      3.647907E+02 -1.020313E+01  3.649334E+02  4.776328E+02
   3.30000      0.450000      3.600754E+02 -7.688321E+00  3.601574E+02  4.595114E+02
   3.35000      0.450000      3.552105E+02 -5.309798E+00  3.552502E+02  4.416286E+02
   3.40000      0.450000      3.501774E+02 -3.053601E+00  3.501907E+02  4.239938E+02
   3.45000      0.450000      3.450409E+02 -9.461917E-01  3.450422E+02  4.066129E+02
   3.50000      0.450000      3.397894E+02  1.024082E+00  3.397910E+02  3.894915E+02
   3.55000      0.450000      3.344750E+02  2.845927E+00  3.344871E+02  3.726346E+02
   3.60000      0.450000      3.290892E+02  4.529190E+00  3.291204E+02  3.560460E+02
   3.65000      0.450000      3.236763E+02  6.072162E+00  3.237333E+02  3.397267E+02
   3.70000      0.450000      3.182300E+02  7.483023E+00  3.183179E+02  3.236785E+02
   3.75000      0.450000      3.127840E+02  8.766369E+00  3.129068E+02  3.079031E+02
   3.80000      0.450000      3.073328E+02  9.928945E+00  3.074931E+02  2.924011E+02
   3.85000      0.450000      3.019056E+02  1.097845E+01  3.021052E+02  2.771702E+02
   3.90000      0.450000      2.964970E+02  1.192091E+01  2.967366E+02  2.622095E+02
   3.95000      0.450000      2.911288E+02  1.276497E+01  2.914085E+02  2.475190E+02
   4.00000      0.450000      2.857941E+02  1.351614E+01  2.861135E+02  2.330979E+02
   4.05000      0.450000      2.805150E+02  1.418305E+01  2.808734E+02  2.189404E+02
   4.10000      0.450000      2.752859E+02  1.477041E+01  2.756819E+02  2.050441E+02
   4.15000      0.450000      2.701186E+02  1.528670E+01  2.705508E+02  1.914092E+02
   4.20000      0.450000      2.650088E+02  1.573604E+01  2.654756E+02  1.780319E+02
   4.25000      0.450000      2.599689E+02  1.612573E+01  2.604685E+02  1.649077E+02
   4.30000      0.450000      2.549935E+02  1.645965E+01  2.555241E+02  1.520331E+02
   4.35000      0.450000      2.500916E+02  1.674409E+01  2.506515E+02  1.394063E+02
   4.40000      0.450000      2.452588E+02  1.698227E+01  2.458460E+02  1.270224E+02
   4.45000      0.450000      2.405016E+02  1.717980E+01  2.411145E+02  1.148787E+02
   4.50000      0.450000      2.358135E+02  1.733931E+01  2.364501E+02  1.029722E+02
   4.55000      0.450000      2.312045E+02  1.746554E+01  2.318632E+02  9.129703E+01
   4.60000      0.450000      2.266654E+02  1.756013E+01  2.273446E+02  7.985119E+01
   4.65000      0.450000      2.222050E+02  1.762781E+01  2.229031E+02  6.862974E+01
   4.70000      0.450000      2.178063E+02  1.766904E+01  2.185218E+02  5.763014E+01
   4.75000      0.450000      2.134909E+02  1.768931E+01  2.142224E+02  4.684801E+01
   4.80000      0.450000      2.092451E+02  1.769968E+01  2.099923E+02  3.627881E+01
   4.85000      0.450000      2.050831E+02  1.769606E+01  2.058452E+02  2.592094E+01
   4.90000      0.450000      2.009966E+02  1.766131E+01  2.017710E+02  1.576868E+01
   4.95000      0.450000      1.969432E+02  1.764101E+01  1.977317E+02  5.821689E+00
   5.00000      0.450000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   0.00000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  5.000000E-02  0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.100000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.150000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.200000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.250000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.300000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.350000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.400000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.450000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.500000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.550000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.600000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.650000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.700000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.750000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.800000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.850000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.900000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.950000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.00000      0.500000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
